id,character,keyword,pinyin,description
2143,屈,"knuckle under (involves the idea of bending, whether physically or in a figurative sense, like submitting to pressure or enduring something unfair)",qū,
2144,掘,excavate,jué,
2145,履,footwear,lǚ,
2146,屎,excrement,shǐ,
2147,屡,"time and again (frequently, repeatedly)",lǚ,
2148,屏,folding screen,píng,屏住 (bǐng zhù) Hold (one's breath)
2149,眉,eyebrows,méi,
2150,媚,flatter (v.),mèi,
2151,昼,daylight (opposto di 夜),zhòu,
2152,启,enlighten,qǐ,启动键 (qǐdòngjiàn) Start button
2153,肩,shoulder (n.),jiān,肩负 (jiān fù) Shoulder (a responsibility)
2154,妒,jealous of,dù,
2155,炉,stove,lú,
2156,芦,"reed or rush, a type of plant commonly found in wetlands, riverbanks, or lakes",lú,
2157,扇,fan (n.) (to make wind),shàn,
2158,奈,can't help but (having no other choice),nài,
2159,款,funds,kuǎn,
2160,凛,chilly,lǐn,
2161,祟,evil spirit,suì,
2162,祝,to wish (someone) well,zhù,
2163,祥,propitious,xiáng,
v2p117,p.尉,p.cardinal richelieu,,
2164,蔚,luxuriant (flourishing growth),wèi,
2165,慰,console (v.),wèi,
2166,蒜,garlic,suàn,
2167,棕,palm tree,zōng,
2168,宙,universe,zhòu,
2169,轴,axle (the central shaft around which the wheels of a vehicle rotate),zhóu,
2170,袖,sleeve,xiù,袖手旁观 (xiù shǒu páng guān) Sit by and watch
2171,庙,temple,miào,
2172,笛,flute,dí,
2173,届,"fall due (a term, or an occurrence of an event or meeting)",jiè,
2174,呻,groan,shēn,
2175,坤,female,kūn,
2176,审,"painstaking (careful examination, investigation, or judgment)",shěn,审判 (shěn pàn) Trial
2177,婶,auntie,shěn,
2178,畅,"smooth (unimpeded, free-flowing)",chàng,
2179,巢,nest (n.),cháo,
2180,棵,"flora (measure word for plants, particularly trees, shrubs, or large plants)",kē,
2181,裸,naked,luǒ,
2182,裹,envelop (package),guǒ,
2183,析,"analyze (to break down, to analyze in detail)",xī,
2184,晰,distinct (easily seen or understood),xī,
2185,芹,celery (the vegetable),qín,
2186,祈,"supplicate (to pray, to wish, or to ask for blessings)",qí,
2187,欣,"elated (joy, delight, or happiness)",xīn,"欣赏 (xīnshǎng) Appreciate, enjoy"
2188,掀,"uncover (action of lifting or uncovering something, often in a forceful or sudden manner)",xiān,
2189,惭,"conscience stricken (with feelings of regret, guilt, or shame)",cán,大言不惭 (dàyán bù cán) Boast shamelessly
2190,崭,"towering (remarkably high) also ""brand new""",zhǎn,
2191,浙,"Zhejiang province (Zhejiang is one of China's most prosperous provinces, with a strong private sector.)",zhè,
2192,誓,"vow (n./v.) (to swear, to take an oath)",shì,
2193,拆,"to take apart (to dismantle, to tear down)",chāi,
2194,炸,blow up,zhà,炸药 (zhà yào) explosive; dynamite
2195,诈,"swindle (to deceive, to cheat, or to trick)",zhà,
2196,归,"to come back (home, or to an owner)",guī,同归于尽 (tóng guī yú jìn) Mutual destruction
v2p121,p.刍,p.hairnet,,
2197,皱,wrinkles,zhòu,
2198,煞,goblin (evil creature),shà,
2199,趋,"hasten (in a certain direction, so also tendency, trend, etc.)",qū,
2200,雏,chick (young bird),chú,
V2p122-1,p.,p.dunce (a person who is slow at learning),,
2201,浸,immerse,jìn,
2202,寝,get some shuteye,qǐn,
2203,侵,to invade,qīn,
V2p122-2,彑,"p.whisk broom (a small, handheld broom with short, stiff bristles)",,
2204,缘,reason (n.) fateful connection,yuán,
2205,稳,"stable (adj.) (steady, firm)",wěn,
2206,挡,to fend off (to stop the wind),dǎng,阻挡 (zǔ dǎng) Block -- 兵来将挡 (bīng lái jiàng dǎng) meet force with force; respond appropriately to changes
2207,剥,to peel off,bāo,
2208,秉,to wield (to hold),bǐng,
2209,妻,wife,qī,贤妻良母 (xián qī liáng mǔ) Virtuous wife and good mother
2210,凄,miserable,qī,
2211,捷,nimble (quick and light in movement or action),jié,
2212,肃,solemn,sù,
2213,啸,howl (v.),xiào,
2214,萧,desolate,xiāo,
2215,兼,double (adj.),jiān,
2216,赚,earn,zhuàn,赚钱 (zhuàn qián) Make money
2217,嫌,dislike (v.),xián,
2218,谦,"unassuming (modest, humble)",qiān,
2219,歉,apology,qiàn,
2220,廉,inexpensive,lián,
2221,镰,sickle,lián,
2222,睁,unshut (v.) action of opening the eyes,zhēng,
2223,挣,struggle (v.) (exerting effort to overcome something),zhēng,
2224,筝,Chinese zither,zhēng,
2225,塘,pool (n.) (reservoirs or fish ponds),táng,
2226,隶,bondservant (a person bound to service without wages),lì,
2227,逮,"arrest (v.) (to catch, to seize)",dài,
2228,慷,generous,kāng,
2229,糠,"chaff - bran or husk, which is the outer layer of grains like rice or wheat that is removed during processing, but also ""chaff"", used metaphorically to describe something of little value or worth",kāng,
2230,笋,"bamboo shoot (the young, edible shoots of bamboo plants)",sǔn,
2231,耍,"to mess around (casually engaging in playful or skillful activities, or behaving in a playful, carefree, or even mischievous way)",shuǎ,
2232,耐,-proof,nài,
2233,喘,"to wheeze (someone struggling to breathe, usually after physical exertion)",chuǎn,喘息 (chuǎn xī) Breathe/breathing spell
2234,揣,"to conjecture (v.) (to guess, to speculate)",chuǎi,
v2p127,p.曹,p.cadet,,
2235,槽,trough (n.) a long shallow container for the drinking water or feed of domestic animals,cáo,
2236,遭,"meet with (usually negative chance encounter, like mit misfortune or disaster)",zāo,
2237,糟,messed up (situations or things that have gone wrong),zāo,
2238,抖,"to quiver (v.) (to shiver, to tremble or shake with a slight rapid motion)",dǒu,颤抖 (chàn dǒu) Tremble/shaking -- 发抖 (fā dǒu) Tremble
2239,惜,rue (v.) (to regret the loss of something cherished),xī,
2240,措,"to arrange (to take measures, to handle a situation)",cuò,"措施 (cuòshī) measure, step (for dealing with something)"
2241,腊,dried meat,là,
2242,蜡,wax (n.),là,
2243,猎,hunt (v.),liè,
2244,燕,swallow (n.) (bird: Schwalbe),yàn,
2245,遮,"screen (v.) (to cover, to block, or to shield)",zhē,
2246,畔,"littoral (n.) (edge, border, or side of something, especially in the context of natural landscapes like fields, rivers, or lakes.)",pàn,
2247,拌,blend (v.) (like mixing ingredients in cooking),bàn,
2248,叛,to betray (to rebel or to defect),pàn,
2249,券,voucher,quàn,
2250,藤,rattan (vimini),téng,
2251,鼎,old cooking pot,dǐng,
2252,芝,sesame,zhī,
2253,贬,devalue,biǎn,
2254,泛,nonspecific (to generally refer to),fàn,
2255,歪,"askew (crooked, tilted)",wāi,
2256,矫,rectify,jiǎo,
2257,矮,short of stature,ǎi,
v2p131,p.矣,p.crossbow (used for exlamation: yǐ) ,,
2258,唉,"sigh-ay-ay (exclamation used to express emotions such as sighing, regret, frustration, or resignation)",āi,
2259,埃,fine dust,āi,
2260,挨,suffer (to suffer a beating),ái,
2261,簇,cluster (n.),cù,
2262,茅,"thatch (n.) or ""reed grass,"" referring to tall, coarse grasses used in traditional thatched roofs",máo,
2263,橘,tangerine (orange),jú,
2264,舒,"to relax, to feel comfortable",shū,
2265,览,view (v.) primitive: magnifying glass,lǎn,
2266,揽,take on (task or responsibility),lǎn,
2267,肾,kidneys,shèn,
2268,竖,perpendicular,shù,
2269,弘,"noble (implies the expansion or promotion of grand or important ideas, values, or traditions, which often align with noble qualities such as virtue, wisdom, or moral greatness.)",hóng,
2270,夷,barbarian,yí,
2271,姨,maternal aunt (mother's sister),yí,
v2p133,p.畺,p.family feud,,
2272,疆,dividing line (often used in the context of geographical boundaries),jiāng,
2273,僵,stiff (adj.),jiāng,
2274,粥,porridge,zhōu,
2275,蝉,cicada,chán,蝉 (chán) Cicada
2276,禅,meditation (zen?),chán,
2277,沸,bring to a boil,fèi,
2278,拂,caress (v.),fú,
2279,剃,shave (v.),tì,
2280,递,hand over,dì,新闻速递 (xīn wén sù dì) News Bulletin
2281,梯,ladder,tī,电梯 (diàn tī) elevator; lift
2282,涕,snot,tì,
2283,朽,decayed,xiǔ,
2284,聘,employ (v.),pìn,应聘 (yìng pìn) Apply for a job
2285,姊,elder sister,zǐ,
2286,亏,loss (p: double snare - to catch two preys at once),kuī,多亏 (duōkuī) Thanks to
2287,污,filthy,wū,同流合污 (tóng liú hé wū) to collude with evil
2288,夸,brag,kuā,
2289,垮,collapse (v.),kuǎ,
2290,挎,carry on the arm,kuà,
2291,鳄,crocodile,è,
2292,愕,stunned,è,
2293,躺,lie down,tǎng,
2294,躲,dodge (v.),duǒ,
2295,躬,stoop (v.) (to bend one's body),gōng,鞠躬 (jūgōng) to bow
2296,嗜,hanker (to have a strong desire or craving for something),shì,
2297,姥,maternal grandmother,lǎo,
2298,拷,"to flog (""To interrogate by torture"" or ""to subject to harsh questioning."")",kǎo,
2299,屿,islet (small island),yǔ,岛屿 (dǎoyǔ) Island
2300,暑,summer heat,shǔ,
2301,睹,behold,dǔ,
2302,署,"add your John Hancock (is an idiomatic way of saying ""sign your name"")",shǔ,
2303,薯,yam (sweet potato),shǔ,
2304,赌,gamble (v.),dǔ,
2305,奢,extravagant,shē,
2306,堵,stop up (verstopfen),dǔ,
2307,煮,to boil (v.) (to cook by boiling),zhǔ,
2308,诸,"various (all, numerous)",zhū,
2309,储,"put in storage (the action of storing or keeping something, especially in the context of resources or finances)",chǔ,
2310,屠,slaughter,tú,屠杀 (tú shā) Massacre
2311,棺,coffin,guān,
2312,爹,"dad (informal, daddy)",diē,
2313,斧,axe,fǔ,
2314,咬,bite (v.),yǎo,
2315,胶,"gum (like glues, pastes, or resins)",jiāo,胶囊 (jiāonáng) Capsule
2316,狡,"sly (deceptive, clever in a dishonest way, or skillful in avoiding traps and challenges)",jiǎo,狡猾 (jiǎo huá) Cunning
2317,捉,catch (v.) (like in hide-and-seek),zhuō,
2318,促,to urge (v.) (to promote),cù,急促 (jí cù) Rapid
2319,趴,"prostrate oneself (""to lie flat,"" ""to lie on one’s stomach,"" or ""to crouch."")",pā,
2320,踏,"to trample (the action of putting one's foot down on a surface, often with a sense of firmness or purpose, but ofter repeatedly, like marching)",tà,
2321,践,"tread on (putting something into practice or implementing it, as well as literally stepping on something)",jiàn,
2322,跃,leap (v.),yuè,跳跃 (tiào yuè) Jump
2323,蹄,"hoof (the hard, tough foot of certain animals, like horses, cows, and other hoofed animals)",tí,
2324,踩,"step on (pretty much identical to trample... but more ""once"" and on a specific object)",cǎi,
2325,蹦,"hop (v.) (often associated with fun, playfulness, or excitement)",bèng,
2326,跌,"slump (v.) (a rapid or significant drop, often associated with a decrease in value or level)",diē,
2327,踢,kick (v.),tī,
2328,踪,"tracks (from feet, of creatures)",zōng,追踪 (zhuī zōng) Track
2329,跨,to straddle (v.) or action of moving over something with a wide step,kuà,
v2p140,p.喿,p.wood pulp,,
2330,躁,"impetuous (also impatient, impulsive)",zào,
2331,噪,chirping,zào,
2332,澡,bath,zǎo,
2333,藻,algae,zǎo,
2334,燥,parched,zào,
2335,操,"exercise (n.) (training, but also to operate or to handle)",cāo,操纵 (cāo zòng) manipulate; control
2336,猾,cunning,huá,狡猾 (jiǎo huá) Cunning
2337,髓,marrow,suǐ,
2338,陌,"unfamiliar footpath (originally footpath or field division, nowadays means unfamiliar, strange",mò,
2339,隙,"rift (n.) (gap, crack, crevice)",xì,
2340,陡,steep,dǒu,
2341,陪,"accompany, to keep someone company",péi,奉陪 (fèng péi) Accompany
2342,障,barrier,zhàng,障碍 (zhàng ài) Obstacle -- 故障 (gù zhàng) Malfunction
2343,隧,tunnel (n.),suì,
2344,陋,"undesirable (something that is of poor quality, plain, or lacking refinement. It can also refer to narrow-mindedness or a lack of sophistication.)",lòu,
2345,隐,hidden,yǐn,隐瞒 (yǐn mán) Conceal -- 隐秘 (yǐn mì) Secret/Hidden -- 隐约 (yǐn yuē) vague; indistinct; faint
2346,陕,"Shaanxi province, known for historical sites like the Terracotta Army",shǎn,
V2p143-1,p.夌,p.minuteclods ,,
2347,陵,mausoleum,líng,
2348,棱,edge (n.),léng,
2349,菱,"water caltrop (a type of aquatic plant with edible seeds, also known as Trapa natans)",líng,
2350,凌,bully (v.),líng,凌厉 (líng lì) swift and fierce
V2p143-2,p.鬲,p.cauldron,,
2351,融,melt,róng,
2352,隔,separate (v.),gé,
2353,窃,to pilfer (steal small items or amounts in a secretive way),qiè,
2354,挖,dig (v.),wā,
2355,帘,drapes,lián,
2356,窥,peep (v.),kuī,"偷窥 (tōu kuī) peep, spy -- 窥视 (kuī shì) Peep"
2357,穷,poor,qióng,
2358,窄,strait (adj.) (not wide),zhǎi,
2359,榨,"extract (v.) (to squeeze, to press)",zhà,
2360,窟,den,kū,窟窿 (kū long) Hole
2361,窘,poverty-stricken,jiǒng,
2362,窜,to scurry (move hurriedly with short quick steps),cuàn,
2363,腔,body cavity,qiāng,
v2p145,p.呙,p.esophagus,,
2364,窝,"hollow (n.) often used to describe a nest or den where animals live, such as a mouse's burrow",wō,
2365,涡,whirlpool,wō,
2366,锅,pot,guō,
2367,祸,misfortune,huò,杀身之祸 (shā shēn zhī huò) Fatal disaster
2368,蜗,snail,wō,
2369,宾,visitor,bīn,
2370,滨,water's edge,bīn,
2371,绷,stretch taut,bēng,
2372,纤,fiber (things that are thin or delicate),xiān,
2373,绰,"ample (something that is spacious, ample, or abundant)",chuò,
2374,绍,acquaint (to get to know sameone),shào,介绍 (jiè shào) Introduce
2375,纱,yarn (Garn),shā,
2376,络,"web (being connected or interwoven, like a network or a web)",luò,联络 (lián luò) Contact
2377,绸,"silk fabric (a smooth, elegant silk material that is often used for clothing or decorations)",chóu,
2378,绒,"down (n.) (the soft, fluffy feathers found on young birds, especially ducks and geese)",róng,
2379,绕,go around,rào,绕路 (rào lù) Detour
2380,绽,"split at the seams (""To burst,"" ""to split open,"" or ""to blossom."")",zhàn,破绽 (pò zhàn) Flaw
2381,绵,continuous,mián,
2382,缔,conclude (of agreements or treaties),dì,
2383,纺,"spin (v.) ""to weave,"" or ""to spin thread.""",fǎng,
2384,缠,wind around,chán,难缠 (nán chán) Difficult to deal with/Annoying
2385,绘,"paint (v.) (the act of creating visual art, such as drawing or painting)",huì,
2386,纷,disorderly,fēn,
2387,绣,"embroidery (art of decorating material, primarily textile fabric, by means of a needle and thread (and sometimes fine wire))",xiù,
2388,缕,"in detail (refers to something thin, long, and delicate, like a strand of thread, a wisp of smoke, or a fine line)",lǚ,
2389,缩,shrink (v.),suō,缩小 (suōxiǎo) shrink -- 缩短 (suō duǎn) shorten; reduce in length
2390,纳,"let in (to receive, to admit)",nà,
2391,综,to sum up,zōng,
2392,绅,gentry (gentelmen and ladies),shēn,
2393,绪,"inception (beginning, starting point, or the initial thread that sets something in motion)",xù,情绪 (qíng xù) Emotion
2394,绞,to wring (to entangle),jiǎo,
v2p149,p.爰,p.migrating ducks,,
2395,缓,"unhurried (slowing down, softening, or making something less intense)",huǎn,
2396,暖,warm (adj.),nuǎn,
2397,援,provide assistance,yuán,
V2p150-1,p.肙,p.canker sore,,
2398,绢,"tough silk (a fine, soft type of silk cloth traditionally used in China for painting, calligraphy, or as a high-quality fabric)",juàn,
2399,捐,"contribute (giving or donating money, goods, or resources, often for charitable purposes)",juān,
V2p150-2,p.敫,p.homing pigeon,,
2400,缴,to shell out (paying a fee or submitting money),jiǎo,
2401,邀,request the presence of,yāo,邀请 (yāoqǐng) to invite
2402,缆,cable (n.),lǎn,
2403,哟,Oh!,yō,
2404,颈,neck (n.),jǐng,
2405,茎,plant stem,jīng,
2406,径,trail (n.) (also shortcut),jìng,田径 (tián jìng) Track and field
2407,劲,powerful,jìng,差劲 (chà jìn) Poor/badly -- 费劲 (fèi jìn) strenuous/requiring effort -- 不对劲 (bú duì jìn) something's wrong; strange; off
2408,幼,young,yòu,自幼 (zìyòu) Since Childhood -- 幼稚 (yòu zhì) Childish
2409,溪,creek,qī,
2410,幽,secluded,yōu,幽默感 (yōu mò gǎn) Sense of humor
2411,玄,mysterious,xuán,
2412,弦,bowstring (or string of musical instruments),xián,
2413,畜,livestock,chù,
2414,蓄,save up,xù,
v2p152,p.兹,p.Mona Lisa,,
2415,磁,magnetism,cí,
2416,滋,nourish,zī,
2417,慈,kindhearted,cí,心慈手软 (xīn cí shǒu ruǎn) Soft-hearted
2418,累,tired,lèi,积累 (jī lěi) Accumulate
2419,螺,spiral shell,luó,
2420,紫,purple,zǐ,
2421,繁,"numerous, complex",fán,繁衍 (fán yǎn) Reproduce/Propagate
2422,絮,"long-winded (excessive, flowing on without restraint)",xù,
v2p153,p.,p.chapel,,
2423,索,large rope,suǒ,摸索 (mō suǒ) Explore -- 索然无味 (suǒ rán wú wèi) Tasteless
v2p154,p.孛,p.sunday school,,
2424,脖,head-hinge,bó,
2425,勃,"vibrant (something that bursts forth, increases in intensity, or flourishes suddenly)",bó,野心勃勃 (yě xīn bó bó) Ambitious
2426,卸,"to unload (to remove, to take off)",xiè,
2427,御,"withstand (to defend, to resist)",yù,防御力 (fáng yù lì) Defense
2428,卵,"nest eggs (""egg"" in the biological sense, such as an animal or insect egg)",luǎn,
v2p155,p.孚,"p.fledglings (a young bird that has just fledged) - (孚 (fú) carries meanings related to ""trust,"" ""confidence,"" and ""sincerity."")",,
2429,孵,hatch (v.),fū,孵出来 (fū chū lái) Hatch
2430,乳,breast,rǔ,乳臭未干 (rǔ xiù wèi gān) Wet behind the ears
2431,浮,float (v.),fú,
2432,俘,captive,fú,
2433,榴,pomengranate,liú,
2434,爷,grandfather,yé,少爷 (shào ye) young master; son of wealthy family
2435,疑,to doubt (v.) (p. furled brow),yí,无疑 (wúyí) no doubt -- 可疑 (kě yí) suspicious
2436,凝,"to congeal (""to condense,"" ""to solidify,"" or ""to concentrate."")",níng,
2437,玲,"exquisite (Jade tinkling: It refers to the sound of jade or other precious stones when they softly collide, often associated with elegance and purity.)",líng,
2438,铃,small bell (like a doorbell or bicycle bell),líng,
2439,怜,to pity (v.),lián,可怜 (kělián) Pitiful
2440,岭,mountain range (or mountain ridge),lǐng,
2441,伶,actor,líng,
2442,涌,"to gush (v.) (""to surge"" or ""to well up,"" and it often refers to the forceful, sudden movement of water or emotions)",yǒng,泉涌 (quányǒng) Spring out
2443,桶,bucket,tǒng,
2444,诵,read aloud,sòng,
2445,范,"model (pattern or example, not scale airplane kit)",fàn,
2446,扼,to clutch (v.),è,
2447,卷,exam paper,juàn,
2448,倦,"worn out (""tired,"" ""weary,"" or ""fatigued."")",juàn,
2449,圈,circle (n.) (geometry and people),quān,圆圈 (yuán quān) Circle -- 兜圈子 (dōu quān zi) Go in circles -- 圈套 (quān tào) trap; snare; scheme -- 光圈 (guāng quān) aperture (photography)
v2p158,p.夗,p.nameplate,,
2450,怨,resentment (blaming someone for perceived wrongs or injustices),yuàn,
2451,宛,"winding (a twisting, round, movement or course) (p: mailbox)",wǎn,
2452,腕,wrist,wàn,
2453,婉,tactful,wǎn,
2454,碗,bowl,wǎn,
2455,苍,ash-colored,cāng,
2456,抢,rob,qiǎng,
2457,诡,deceitful,guǐ,诡计 (guǐ jì) trick/scheme
2458,跪,kneel,guì,
v2p159,p.,p.zipper,,
2459,舆,popular (association with public opinion or sentiment),yú,
2460,酌,pour wine,zhuó,
2461,酬,reward (n./v.),chóu,
2462,酷,brutal,kù,
2463,醇,"mellow wine (rich, smooth, and full-bodied aroma)",chún,
2464,醋,vinegar,cù,
v2p160,p.,p.chocolate turtle,,
2465,酱,thick sauce,jiàng,
2466,奖,award (n.),jiǎng,奖金 (jiǎng jīn) Prize
2467,浆,thick liquid,jiāng,
2468,桨,oar (or paddle),jiǎng,
2469,蒋,Jiang,jiǎng,
v2p161,p.卒,p.foot soldiers,,
2470,醉,drunk,zuì,
2471,碎,shattered,suì,击碎 (jī suì) Shatter -- 粉身碎骨 (fěn shēn suì gǔ) Shattered to pieces -- 粉碎 (fěn suì) Smash
2472,翠,emerald green,cuì,
2473,粹,unmixed (pure),cuì,
v2p162,p.夋,p.streetwalker,,
2474,酸,sour,suān,
2475,梭,"shuttle (n.) - the weaving tool, but also used metaphorically",suō,
2476,峻,lofty (of imposing height),jùn,
2477,俊,handsome,jùn,
2478,奠,found (v.) (in the sense of establishing an institution),diàn,
2479,蹲,squat (v.),dūn,
2480,逗,tease (v.),dòu,逗 (dòu) to tease
2481,橱,closet,chú,
2482,嘻,giggling,xī,
2483,嘉,"commend (refers to approval, commendation, or praise)",jiā,
2484,盟,alliance,méng,
2485,孟,Mencius,mèng,
2486,猛,fierce,měng,猛兽 (měng shòu) Beast
2487,盐,salt (n.),yán,
2488,盔,helmet,kuī,
2489,盒,small box,hé,
2490,盛,flourishing,shèng,
2491,盏,small cup,zhǎn,
2492,盗,master thief,dào,海盗 (hǎidào) Pirate
2493,磕,collide with,kē,
2494,盈,to replete (in the sense of being completely filled),yíng,
2495,盆,basin,pén,
2496,蕴,amass,yùn,蕴藏 (yùn cáng) Contain
v2p164,p.,p.bullfighter,,
2497,鉴,"to probe (v.) (to examine, to reflect upon, to appraise...)",jiàn,
2498,滥,indiscriminate,làn,滥杀无辜 (làn shā wú gū) Kill innocent people indiscriminately
V2p165-1,p.尢,p.frankenbowser,,
2499,尴,abashed,gān,
2500,尬,embarrassed,gà,
V2p165-2,p.冘,p.frankenbowser rex,,
2501,沈,Shen (family name),Shěn,
2502,枕,pillow,zhěn,
2503,耽,indulge in,dān,耽误 (dān wu) to delay; to hold up (often due to negligence)
2504,衅,quarrel (n.),xìn,挑衅 (tiǎo xìn) provocation
2505,垦,reclaim (preparing and cultivating previously uncultivated land for farming),kěn,
2506,狠,ruthless,hěn,"狠狠 (hěn hěn) vigorously, fiercely"
2507,恳,wholeheartedly (deep sincerity or genuine intent),kěn,
2508,艰,"arduous (difficult, hard)",jiān,"艰苦卓绝 (jiān kǔ zhuó jué) extremely hard and bitter/arduous -- 艰苦 (jiān kǔ) Hardship -- 艰难 (jiānnán) difficult, hard"
2509,爵,upper crust (aristocracy),jué,
2510,嚼,chew (v.),jiáo,
2511,卿,minister (n.) (govt official),qīng,
2512,恨,hate (v.),hèn,憎恨 (zēng hèn) Hate -- 痛恨 (tònghèn) Despise
2513,朗,lucent,lǎng,"开朗 (kāi lǎng) cheerful, optimistic"
2514,狼,wolf,láng,
2515,粮,provisions (food supply),liáng,狗粮 (gǒu liáng) dog food
2516,酿,brew (v.),niàng,
2517,饥,starving,jī,"饥饿 (jī'è) hunger, hungry"
2518,饶,to spare (v.) to forgive,ráo,不依不饶 (bù yī bù ráo) Relentless -- 饶不了 (ráo bù liǎo) won't forgive
2519,饰,ornaments,shì,
2520,饮,beverage,yǐn,饮料 (yǐnliào) Drink
2521,蚀,"eat away (erode, corrode)",shí,
2522,饱,sated (Full; satiated (from eating)),bǎo,
2523,馒,bread,mán,
2524,饼,cookie,bǐng,
2525,饺,dumpling,jiǎo,
2526,饿,hungry,è,"饥饿 (jī'è) hunger, hungry"
2527,溉,irrigate,gài,
2528,慨,incensed (resolute or heroic attitude in the face of adversity),kǎi,
2529,苹,apple,píng,
2530,萍,duckweed (a type of floating aquatic plant),píng,
2531,秤,scale (n.),chèng,
2532,淆,"to confuse, to mix up",xiáo,
2533,艾,Chinese mugwort (one of the herbs used in the heat therapy known as moxibustion - use this as radical),ài,
2534,哎,good grief!,āi,
2535,赵,Zhao (surname),zhào,
2536,攀,climb (v.),pān,
2537,刹,brake (v.),shā,刹那 (chà nà) instant; brief moment
2538,枫,maple,fēng,
2539,钢,steel,gāng,
2540,岗,hillock (small hill),gǎng,
2541,纲,guidelines,gāng,
2542,屯,stockpile (v.) (p: earthworm),tún,
2543,吨,ton (unit of weight),dūn,吨 (dūn) Ton
2544,顿,pause (n./v.),dùn,
2545,纯,unadulterated,chún,纯正 (chún zhèng) Pure/ Genuine -- 单纯 (dān chún) Simple
2546,齿,teeth,chǐ,
2547,龄,length of service,líng,年龄 (nián líng) Age
2548,汹,turbulent (literal or metaphorical),xiōng,
2549,篱,fence,lí,
2550,仪,rite (n.),yí,
2551,辜,crime,gū,滥杀无辜 (làn shā wú gū) Kill innocent people indiscriminately
2552,辞,phraseology (choice of words),cí,
2553,宰,butcher (v.),zǎi,宰 (zǎi) Slaughter
2554,辨,differentiate,biàn,
2555,辫,braid (n.) - Refers to hair that is woven or interlaced into strands,biàn,
2556,臂,arm (n.),bì,
2557,劈,"split (v.) chop, hack, slash",pǐ,
2558,譬,analogy,pì,
2559,僻,out-of-the-way,pì,
2560,纠,entangle,jiū,
2561,咳,cough (v.),ké,
2562,嚷,"cry out (shout, yell)",rǎng,
2563,镶,"inlay (v.) (embedding, or setting something into another material)",xiāng,
2564,塞,stronghold,sài,
2565,寨,stockade,zhài,
2566,晴,sunny,qíng,
2567,猜,guess (v.),cāi,猜想 (cāi xiǎng) Speculate
2568,靖,pacify,jìng,
2569,债,debt (also moral or emotional debt),zhài,
2570,牲,domestic animal,shēng,
2571,隆,impressive,lóng,
2572,腥,fishy smell,xīng,
2573,猩,orangutan,xīng,猩猩 (xīngxing) gorilla
2574,醒,awaken,xǐng,苏醒 (sū xǐng) regain consciousness
2575,寿,longevity,shòu,
2576,畴,farmland,chóu,
2577,涛,large waves,tāo,
2578,铸,cast (v.) (the process of melting metal and pouring it into a mold to create a specific shape or form),zhù,
2579,祷,pray,dǎo,祷告 (dǎo gào) pray (v.) / prayer (n.)
2580,筹,make arrangements,chóu,筹码 (chóu mǎ) Chip/Stake
2581,契,contract (n.) agreement,qì,
2582,拜,"adore (to worship, to pay respects)",bài,拜托 (bài tuō) Please
v2p175,p.夆,p.briar (don't confuse with briar patch 韦),,
2583,锋,cutting edge (literal and metaphorical),fēng,交锋 (jiāo fēng) Confrontation -- 锋利 (fēng lì) Sharp
2584,逢,to chance upon (to meet or come across something by chance),féng,千载难逢 (qiān zǎi nán féng) Once in a lifetime
2585,缝,to sew,féng,
2586,蓬,"disheveled (lush, unkempt, or fluffy, like disheveled hair)",péng,
2587,篷,awning or tent,péng,
2588,蜂,bee,fēng,
2589,峰,peak (n.) also metaphorically,fēng,
2590,瞎,visionless,xiā,
2591,辖,"administer (to govern, to steer)",xiá,
2592,豁,breach (n.) (also metaphorical opening),huō,
2593,韩,Korea,hán,
2594,违,disobey,wéi,
2595,纬,latitude,wěi,
2596,奏,"play an instrument, make a formal proposal",zòu,
2597,凑,gather together,còu,凑合 (còu he) Make do/mediocre
2598,秦,Qin,qín,
2599,蠢,foolish,chǔn,蠢 (chǔn) Stupid -- 蠢货 (chǔn huò) Fool -- 愚蠢 (yú chǔn) stupid
V2p178,p.,p.scarecrow,,
2600,泽,swamp (n.),zé,
2601,译,translate,yì,
2602,择,select (v.) implying a deliberate and thoughtful decision-making process,zé,选择 (xuǎn zé) Choose
2603,捧,to hold up with both hands,pěng,
2604,砖,brick,zhuān,
2605,唾,saliva,tuò,
2606,吟,recite,yín,
2607,贪,greedy,tān,贪心 (tān xīn) Greedy
2608,琴,stringed instrument,qín,
2609,炼,refine,liàn,
2610,晒,bask (to sunbathe or bask in the sun),shài,
2611,洒,spill (v.),sǎ,
2612,栖,"perch (v.) (birds or other animals settling or resting in a place, typically in trees or other high locations)",qī,
2613,栗,chestnut,lì,
2614,牺,sacrifice (v.),xī,
2615,潭,deep pool,tán,
2616,覆,"overturn (objects, but also to cover a topic)",fù,
2617,飘,flutter (v.) (movement of something light or airy being carried gently by the wind),piāo,
2618,献,to donate,xiàn,
2619,阔,broad,kuò,广阔 (guǎng kuò) Vast
2620,润,to moisten,rùn,
2621,阁,"cabinet (in the context of government, but coming from architecture)",gé,
2622,搁,to put aside,gē,
2623,闹,to stir up trouble,nào,"胡闹 (hú nào) Fool around, act recklessly"
2624,阅,"to peruse (to read, to peruse texts, documents, etc.)",yuè,
2625,闷,"stuffy, suffocating - bored, depressed ",mēn,闷 (mèn) Bored
2626,闭,close (v.),bì,闭嘴 (bì zuǐ) Shut up
2627,闪,to flash (v.) (light),shǎn,闪 (shǎn) Flash
